user_id,age,province,device_imei,ip_address,registration_date,kyc_status,profile_type,account_age_days,transaction_volume_7d,device_change_count,ip_change_count,registered_location,gps_location_last_login,location_mismatch_flag,transaction_id,transaction_amount,transaction_time,transaction_type,static_risk_score,kyc_upgrade_trigger,document_verified,kyc_updated_at,dynamic_risk_score,total_risk_score,total_risk_tier,is_fraud
1365,42,21,621,1266,463,0,1,241,82741.21,1,0,21,13,True,16,1590241.05,392,1,4,2,False,329,5.5377173,9.537717342376707,Medium,1
1385,59,34,1349,843,558,0,1,139,20031.0,0,2,34,15,True,1764,798924.61,1439,2,3,1,False,329,4.7890997,7.78909969329834,Medium,0
237,56,13,1318,1855,504,1,0,198,56295.46,0,0,13,43,True,166,1454981.41,1175,2,1,2,True,246,18.930561,19.930561065673828,High,1
1668,59,0,1108,1143,238,1,0,481,34792.74,0,1,0,33,True,1965,1069645.45,1256,0,2,2,True,84,17.731625,19.731624603271484,High,1
1063,60,39,1509,983,674,1,0,16,162721.76,1,2,39,25,True,652,1287475.24,1709,0,1,1,True,326,3.7211642,4.721164226531982,Low,1
1000,47,40,101,1449,154,0,1,570,191949.14,2,1,40,12,True,697,1890995.17,329,1,2,0,False,329,2.896264,4.89626407623291,Low,1
1595,58,7,382,846,57,1,0,672,53837.95,2,2,7,28,True,887,831314.0,1169,1,0,1,True,4,9.575025,9.575024604797363,Medium,0
1805,43,12,1597,1811,488,1,0,215,96036.7,1,5,12,30,True,1693,163451.36,740,1,9,0,True,266,4.910845,13.910844802856444,High,0
982,43,2,1452,1030,312,0,1,403,108588.09,0,1,2,35,True,1433,917464.36,656,1,4,1,False,329,3.4431324,7.443132400512695,Medium,0
19,19,23,1623,698,657,1,0,33,186520.44,0,1,23,39,True,1769,1332847.97,1557,0,2,0,True,304,13.998297,15.998296737670898,High,1
71,29,13,851,1081,444,0,1,261,143512.28,2,1,13,15,True,983,49437.44,579,2,5,1,False,329,2.99707,7.997070074081421,Medium,0
7,52,33,447,145,27,0,1,704,41359.54,1,0,33,36,True,123,683206.62,1873,1,7,0,False,329,2.7845786,9.784578561782835,Medium,0
386,57,15,89,954,661,0,1,29,158016.65,1,2,15,19,True,1912,268136.39,558,0,4,0,False,329,2.2122052,6.212205171585083,Medium,0
899,23,25,1223,1774,213,0,1,509,16133.95,2,2,25,4,True,336,1610257.91,872,1,4,2,False,329,3.3753083,7.375308275222778,Medium,1
873,22,39,290,1536,364,0,1,346,115158.49,1,1,39,30,True,932,1402756.98,40,2,2,1,False,329,6.3008404,8.300840377807617,Medium,1
840,38,48,338,1075,180,1,0,543,142741.25,2,2,48,49,True,1360,1296549.08,1771,2,4,1,True,185,4.9660196,8.966019630432129,Medium,1
1313,47,6,953,553,688,0,1,1,50639.78,3,2,6,15,True,381,1338564.67,1253,1,3,2,False,329,4.4880476,7.48804759979248,Medium,1
1628,59,7,555,101,72,0,1,656,18144.18,0,1,7,48,True,256,31938.94,1626,1,1,2,False,329,3.9058197,4.905819654464722,Low,0
1517,39,43,1151,929,175,1,0,548,77021.22,1,1,43,47,True,376,1400725.74,841,2,4,1,True,225,4.1141376,8.114137649536133,Medium,1
242,38,25,244,787,518,0,1,181,190055.84,1,3,25,2,True,995,110960.43,1974,1,8,2,False,329,6.9820313,14.982031345367432,High,0
1579,54,49,289,1952,265,1,0,454,154633.54,0,1,49,47,True,793,614244.78,395,2,2,0,True,48,5.1019745,7.101974487304688,Medium,0
581,38,9,123,1313,426,0,1,281,51645.36,0,2,9,30,True,630,1328099.66,1201,1,2,0,False,329,6.121176,8.121175765991211,Medium,1
1564,18,43,989,589,455,0,1,249,92522.06,2,2,43,24,True,550,253361.59,446,0,7,0,False,329,4.863727,11.86372709274292,High,0
104,41,1,1656,721,520,1,0,179,75251.87,2,3,1,26,True,1763,1056183.36,54,1,4,1,True,187,6.2001157,10.20011568069458,High,1
766,56,39,918,497,372,0,1,337,30252.86,0,3,39,36,True,1974,1241151.64,780,1,1,1,False,329,2.2890518,3.2890517711639404,Low,1
14,43,2,410,492,203,0,1,520,196219.52,1,1,2,7,True,1201,974800.88,363,2,8,1,False,329,3.7170954,11.717095375061035,High,0
1432,45,45,1633,410,125,0,1,600,149125.67,2,1,45,16,True,1797,744676.97,999,1,7,2,False,329,2.9264715,9.9264714717865,Medium,0
896,52,21,762,622,602,0,1,92,10565.18,1,3,21,18,True,1539,1143400.59,1967,1,1,1,False,329,5.0145226,6.014522552490234,Medium,1
600,34,43,1013,1096,476,0,1,227,77903.21,0,0,43,49,True,898,179735.28,1127,2,1,2,False,329,3.9721568,4.972156763076782,Low,0
790,41,1,1505,792,49,1,0,681,436.83,1,1,1,10,True,119,1221891.68,775,2,6,0,True,161,6.132893,12.132893085479736,High,1
976,52,33,257,489,158,1,0,566,96738.16,0,4,33,17,True,181,1545702.88,378,0,1,1,True,32,4.079193,5.079193115234375,Medium,1
959,43,10,1761,1895,17,1,0,714,141445.67,0,1,10,31,True,314,352961.9,1923,1,3,0,True,87,3.1309545,6.1309545040130615,Medium,0
1326,24,39,133,86,179,0,1,544,194415.87,0,2,39,12,True,553,1839593.16,961,1,1,1,False,329,2.3527915,3.352791547775269,Low,1
425,26,29,1242,1731,338,0,1,375,33357.47,2,1,29,21,True,705,655561.68,155,1,3,1,False,329,10.188275,13.188275337219238,High,0
1702,38,30,644,1391,118,1,0,609,176564.63,1,1,30,2,True,1868,1001803.12,1559,1,5,1,True,74,3.5496094,8.549609422683716,Medium,1
79,47,38,1148,1134,552,0,1,146,90550.87,4,4,38,5,True,1519,415102.24,1238,0,0,2,False,329,3.8374531,3.8374531269073486,Low,0
1572,26,46,1022,308,588,0,1,106,190340.48,0,3,46,3,True,1848,743516.8,1800,1,7,1,False,329,2.208445,9.208445072174072,Medium,0
557,63,18,1602,451,611,0,1,83,75238.09,0,3,18,25,True,691,1456872.13,849,0,8,2,False,329,3.5003967,11.500396728515623,High,1
807,30,17,1573,1890,521,0,1,178,5859.89,1,2,17,47,True,573,630901.24,190,2,9,2,False,329,12.823911,21.8239107131958,High,0
301,53,25,1601,19,321,0,1,394,148950.15,0,1,25,35,True,1398,1329669.5,617,2,3,0,False,329,3.7120302,6.712030172348023,Medium,1
671,40,27,1834,636,373,0,1,336,54733.28,3,1,27,7,True,1313,1551766.99,590,1,9,2,False,329,6.162995,15.162994861602783,High,1
1098,53,40,1341,1370,147,1,0,578,108319.38,1,3,40,40,False,1575,1328058.05,191,0,6,0,True,144,3.909028,9.909028053283691,Medium,0
204,38,13,1363,1836,422,1,0,285,10739.42,0,1,13,10,True,831,493388.23,1977,2,6,1,True,154,5.3671174,11.367117404937744,High,0
714,39,9,309,966,545,0,1,154,150032.17,2,2,9,36,True,162,880804.41,1921,2,1,2,False,329,5.5037107,6.503710746765137,Medium,0
250,36,8,186,1610,329,0,1,386,82746.58,0,2,8,15,True,616,792169.35,411,0,6,2,False,329,8.443237,14.4432373046875,High,0
1726,32,9,1184,1226,250,0,1,469,11647.57,0,1,9,37,True,518,774553.37,455,0,9,0,False,329,2.9449408,11.94494080543518,High,0
1328,60,5,318,162,566,0,1,130,15106.65,2,4,5,36,True,722,65069.94,368,2,4,0,False,329,7.9996815,11.99968147277832,High,0
387,57,12,782,1202,622,0,1,71,120784.09,0,0,12,39,True,1346,640665.46,620,1,7,0,False,329,3.577347,10.577347040176392,High,0
1640,37,36,1270,243,84,0,1,644,189758.1,0,1,36,1,True,338,713282.16,1288,1,0,1,False,329,2.01174,2.01173996925354,Low,0
1158,27,37,1942,1547,367,1,0,343,109412.6,2,4,37,18,True,476,20192.96,856,1,7,1,True,283,3.842895,10.842895030975342,High,0
960,29,1,107,1699,517,1,0,182,47641.89,1,2,1,47,True,1380,1560964.23,1582,1,6,1,True,271,5.730823,11.730823040008543,High,1
764,28,13,664,411,47,0,1,683,57353.38,1,2,13,47,True,803,1691037.07,917,2,1,1,False,329,2.4770327,3.4770326614379883,Low,1
681,28,4,1501,1726,659,0,1,31,94339.75,4,0,4,41,True,846,1683246.76,1712,1,8,1,False,329,3.5972557,11.59725570678711,High,1
120,43,27,1391,752,354,0,1,358,133863.08,2,3,27,45,True,1879,1958528.66,1624,0,0,0,False,329,7.3577547,7.357754707336426,Medium,1
520,27,15,1681,785,600,0,1,94,1699.12,2,0,15,6,True,463,566509.85,330,1,4,0,False,329,6.7821016,10.78210163116455,High,0
1475,19,30,1320,1428,194,0,1,529,71238.79,2,2,30,27,True,1333,338927.86,430,0,4,0,False,329,3.4129572,7.412957191467285,Medium,0
1608,37,29,348,1889,119,1,0,608,100608.75,3,2,29,41,True,1161,382205.17,1028,2,8,1,True,118,7.384316,15.384315967559814,High,0
963,31,29,403,328,306,1,0,409,180381.91,1,2,29,10,True,1060,233584.13,1560,2,5,1,True,297,3.265926,8.265925884246826,Medium,0
3,44,18,392,1307,144,0,1,581,20369.45,1,2,18,16,True,1859,1049048.7,1468,1,5,0,False,329,2.4951794,7.4951794147491455,Medium,1
665,63,32,1922,1532,386,1,0,323,138575.69,2,1,32,0,True,136,1895732.1,1248,0,6,2,True,274,3.3206968,9.320696830749512,Medium,1
1392,19,45,340,1799,448,1,0,256,98919.41,1,5,45,15,True,41,876099.79,276,0,7,0,True,159,5.291578,12.29157781600952,High,0
1585,24,44,441,1334,568,0,1,127,59235.35,1,4,44,21,True,539,789162.8,1498,0,0,0,False,329,7.654617,7.654616832733154,Medium,0
679,22,40,756,995,409,1,0,299,114266.6,1,1,40,13,True,395,1310906.41,778,0,2,1,True,131,5.75991,7.759910106658935,Medium,1
1479,34,12,463,809,679,0,1,10,70341.96,1,2,12,23,True,1793,1123797.72,1482,1,2,2,False,329,12.485069,14.485069274902344,High,1
1380,59,14,993,200,38,0,1,693,149079.55,1,4,14,25,True,1888,678540.76,930,0,8,0,False,329,4.4337325,12.433732509613035,High,0
175,60,40,198,330,601,0,1,93,141071.27,0,5,40,5,True,1135,179395.5,425,1,7,2,False,329,4.950192,11.950191974639893,High,0
50,37,45,701,1565,578,0,1,117,83327.21,0,2,45,38,True,998,476325.87,1529,1,0,1,False,329,3.8859766,3.885976552963257,Low,0
248,45,48,547,884,180,1,0,543,147474.59,2,2,48,35,True,80,608684.75,1990,2,7,2,True,76,20.504768,27.50476837158203,High,0
664,26,31,1730,174,615,0,1,78,31949.89,0,4,31,41,True,1858,528673.08,299,0,3,0,False,329,3.106001,6.106000900268555,Medium,0
165,57,1,322,336,629,0,1,64,117628.74,0,3,1,1,False,1207,1749506.67,90,0,1,0,False,329,4.98534,5.985340118408203,Medium,0
1643,50,17,334,1413,166,1,0,557,60700.78,1,1,17,26,True,1779,1996390.29,1225,0,0,0,True,42,29.891756,29.89175605773925,High,1
1306,48,41,1100,626,36,1,0,695,112968.29,0,0,41,31,True,642,25742.02,1367,0,1,2,True,15,3.1753228,4.175322771072388,Low,0
1318,42,41,751,472,641,1,0,50,160030.53,3,0,41,31,True,206,427153.6,1811,0,4,0,True,294,3.7998192,7.799819231033325,Medium,0
1556,61,37,146,1392,681,1,0,8,31305.84,0,1,37,40,True,39,1171249.78,1617,1,8,0,True,323,4.3227487,12.32274866104126,High,1
1050,47,6,843,933,242,0,1,477,83256.99,1,0,6,19,True,1873,863893.87,1116,2,0,2,False,329,4.0773034,4.077303409576416,Low,0
1058,23,46,1686,1438,537,0,1,162,55038.04,2,2,46,2,True,1261,401344.12,671,2,8,0,False,329,3.4089904,11.408990383148192,High,0
444,26,27,1345,1635,634,0,1,59,16582.92,1,2,27,16,True,1801,971312.9,1434,1,4,2,False,329,2.23568,6.235680103302002,Medium,0
414,27,3,1282,1782,99,0,1,629,188639.17,1,1,3,30,True,1701,921219.04,635,2,1,1,False,329,4.438524,5.438523769378662,Medium,0
267,51,15,161,521,206,0,1,517,23080.59,2,5,15,13,True,1509,1603847.71,248,2,8,0,False,329,10.068636,18.06863594055176,High,1
1428,29,10,380,1945,542,0,1,157,43071.86,0,1,10,37,True,1818,1062448.97,941,1,4,1,False,329,2.3551009,6.355100870132446,Medium,1
1320,26,7,1446,850,66,0,1,663,144396.63,2,1,7,23,True,1278,950394.21,188,1,4,0,False,329,7.017787,11.017786979675291,High,0
1565,26,36,1079,1841,40,0,1,691,9392.88,2,2,36,13,True,389,485966.43,970,2,7,1,False,329,4.5705185,11.570518493652344,High,0
1076,37,39,966,1124,541,0,1,158,135460.14,2,3,39,34,True,1324,1685124.75,48,0,6,0,False,329,5.24966,11.2496600151062,High,1
1755,55,30,1420,1857,550,0,1,149,75801.17,0,0,30,17,True,1576,388338.13,1035,0,7,0,False,329,4.456955,11.456954956054688,High,0
1199,40,1,1135,289,153,0,1,571,160966.56,1,3,1,40,True,387,1159516.26,1456,0,1,0,False,329,3.8995168,4.899516820907593,Low,1
826,56,11,1925,1010,680,0,1,9,37354.51,2,2,11,36,True,323,1351817.66,1410,0,2,0,False,329,4.1348186,6.1348185539245605,Medium,1
822,56,13,1368,1078,622,1,0,71,4211.56,0,1,13,30,True,1322,1495328.88,1455,1,3,0,True,321,5.142099,8.142098903656006,Medium,1
136,57,13,803,139,592,0,1,102,146540.04,1,0,13,1,True,1903,568648.15,125,1,8,1,False,329,2.113317,10.113317012786863,High,0
1582,35,7,1736,9,82,0,1,646,172592.81,0,2,7,10,True,1471,1865302.94,1579,0,2,2,False,329,2.631947,4.631947040557861,Low,1
251,42,11,941,858,262,0,1,457,93549.74,0,3,11,31,True,1612,1821657.36,704,2,9,0,False,329,19.553017,28.553016662597656,High,1
253,41,39,1618,667,456,0,1,248,77619.75,0,2,39,31,True,1533,1246382.53,149,2,4,2,False,329,29.345497,33.345497131347656,High,1
280,21,21,34,897,512,0,1,188,111341.85,1,3,21,31,True,447,1180295.8,432,2,5,0,False,329,23.78923,28.789230346679688,High,1
1509,44,21,251,206,103,0,1,625,25420.52,0,2,21,0,True,568,550932.26,1200,1,7,2,False,329,2.0854561,9.085456132888794,Medium,0
194,61,37,353,516,276,0,1,443,62548.22,1,3,37,0,True,1117,816140.12,1345,2,4,2,False,329,1.7156234,5.715623378753662,Medium,0
1313,21,23,957,829,29,0,1,702,154576.12,2,0,23,21,True,269,141014.31,1132,0,8,0,False,329,4.4335537,12.433553695678713,High,0
590,35,34,559,1439,117,0,1,610,134260.88,0,4,34,36,True,588,1548524.87,1303,2,0,1,False,329,3.1527214,3.152721405029297,Low,1
37,51,25,1228,1145,70,0,1,659,88608.0,2,4,25,30,True,1298,1461882.98,1404,0,4,0,False,329,2.251737,6.251737117767334,Medium,1
1066,45,4,1303,1057,687,0,1,2,124838.41,0,4,4,22,True,1164,1499476.52,112,2,7,2,False,329,4.494568,11.49456787109375,High,1
1078,21,23,617,570,27,1,0,704,154244.96,0,3,23,38,True,858,1829060.85,832,2,8,0,True,46,5.018998,13.018998146057127,High,1
1059,56,35,792,989,219,0,1,503,44911.89,1,3,35,43,True,416,1867981.44,413,1,4,1,False,329,2.6907284,6.690728425979614,Medium,1
1064,36,14,1899,1176,404,1,0,305,91263.36,0,2,14,9,True,780,207115.54,1518,0,8,1,True,138,4.5863028,12.586302757263184,High,0
152,32,6,1076,191,258,0,1,461,60455.34,3,2,6,11,True,110,1529310.68,1331,1,8,1,False,329,6.529208,14.529208183288574,High,1
426,20,31,841,222,521,0,1,178,150736.1,2,3,31,18,True,1209,1725555.28,1610,1,0,2,False,329,3.3973117,3.3973116874694824,Low,1
1603,18,23,790,1779,138,1,0,587,125684.57,1,6,23,21,True,1073,1611801.75,1019,1,4,1,True,194,5.657129,9.657128810882568,Medium,1
911,53,49,501,1328,683,0,1,6,131973.97,1,2,49,45,True,658,281083.97,1670,0,4,2,False,329,3.5572555,7.557255506515503,Medium,0
1537,25,46,11,1473,87,0,1,641,68204.03,2,4,46,13,True,1555,1278808.9,1812,0,3,2,False,329,3.993332,6.993331909179688,Medium,1
989,37,39,1163,158,14,1,0,717,96003.7,1,2,39,41,True,272,132904.07,630,0,5,0,True,5,3.499585,8.499584913253784,Medium,0
838,41,0,1128,293,321,0,1,394,121539.18,1,3,0,3,True,1915,1147026.18,1077,0,2,2,False,329,2.8889592,4.888959169387817,Low,1
1606,44,17,1928,790,478,1,0,225,28530.87,2,1,17,12,True,1133,909956.06,597,1,4,1,True,170,5.5870695,9.587069511413574,Medium,0
1561,21,24,22,249,497,1,0,205,15198.7,1,2,24,25,True,974,907747.74,468,2,4,2,True,294,4.2228003,8.222800254821777,Medium,0
244,38,46,950,1277,114,0,1,613,37815.53,3,1,46,30,True,788,327300.48,1417,1,3,1,False,329,15.702015,18.702014923095703,High,0
816,26,1,1594,21,129,0,1,596,155588.91,2,2,1,30,True,1148,1299762.86,1515,0,4,1,False,329,3.4278467,7.427846670150757,Medium,1
1193,43,18,996,1735,544,0,1,155,138123.06,1,1,18,16,True,1700,991431.97,22,2,8,1,False,329,4.8214374,12.8214373588562,High,0
1214,62,15,36,1760,588,0,1,106,108681.17,0,1,15,4,True,75,1232546.46,942,2,4,0,False,329,7.8384466,11.838446617126465,High,1
216,21,30,1998,676,2,1,0,729,11021.93,2,1,30,15,True,1743,46191.87,591,2,2,1,True,47,40.580605,42.580604553222656,High,0
128,50,41,772,1569,304,1,0,411,155066.39,1,4,41,4,True,734,232635.73,165,0,9,0,True,178,3.935758,12.935758113861084,High,0
1305,41,30,1984,1098,155,0,1,569,58144.46,2,3,30,29,True,750,746951.84,159,0,5,1,False,329,7.4257755,12.425775527954102,High,0
296,50,31,1372,495,434,0,1,272,61693.84,0,3,31,40,True,1867,893534.38,184,1,3,2,False,329,3.525297,6.525296926498413,Medium,0
695,36,29,1868,1939,194,0,1,529,135732.02,2,1,29,39,True,703,1386794.46,1792,2,1,2,False,329,2.4096203,3.40962028503418,Low,1
155,50,26,1515,1222,244,0,1,475,133750.65,2,0,26,21,True,1703,450557.28,259,0,3,0,False,329,5.570783,8.570783138275146,Medium,0
1350,43,25,637,674,593,0,1,101,44873.84,2,2,25,40,True,648,1573972.9,625,2,2,2,False,329,3.5194383,5.51943826675415,Medium,1
1253,33,23,1586,1119,294,0,1,421,122536.87,1,2,23,15,True,1240,1671887.39,1761,1,0,1,False,329,3.9960477,3.9960477352142334,Low,1
511,25,13,219,1394,634,0,1,59,12243.33,2,0,13,19,True,1388,505246.75,273,1,3,1,False,329,6.742934,9.742934226989746,Medium,0
1194,43,46,1308,1239,498,1,0,204,106139.04,0,2,46,38,True,1343,1621226.64,974,1,2,1,True,186,8.58907,10.589070320129396,High,1
211,29,34,1741,1464,622,1,0,71,54959.56,1,3,34,8,True,1349,447634.39,1633,0,3,1,True,281,6.961483,9.961483001708984,Medium,0
1079,26,25,1177,1248,438,1,0,267,97845.98,1,4,25,2,True,700,1789534.5,39,1,0,0,True,211,4.445611,4.445611000061035,Low,1
81,42,35,1973,1719,400,0,1,309,35207.94,1,7,35,32,True,251,1803842.02,1741,1,5,2,False,329,3.0625422,8.062542200088501,Medium,1
137,54,16,1189,1979,13,0,1,718,172206.68,1,4,16,29,True,510,225435.79,1138,2,3,2,False,329,8.025456,11.025456428527832,High,0
456,63,42,649,687,104,0,1,624,8769.37,0,1,42,10,True,1936,1787955.94,658,0,8,1,False,329,4.445751,12.445751190185549,High,1
1580,54,25,1831,1784,554,0,1,144,102914.22,0,2,25,9,True,835,146583.88,1255,0,7,2,False,329,3.524871,10.524871110916138,High,0
1543,29,46,698,1246,398,0,1,311,95398.38,1,3,46,43,True,772,62988.77,1047,0,1,2,False,329,4.448185,5.448184967041016,Medium,0
1314,30,3,42,1351,424,1,0,283,102521.01,2,2,3,3,False,400,1229844.54,286,2,6,1,True,268,5.396352,11.39635181427002,High,0
1423,48,8,352,569,242,0,1,477,187198.84,1,2,8,46,True,957,200060.5,1109,1,6,1,False,329,6.488505,12.488504886627195,High,0
1229,36,13,1754,505,228,1,0,494,107475.84,1,1,13,37,True,70,1163772.35,133,2,4,1,True,58,4.1216035,8.12160348892212,Medium,1
1494,19,33,1714,1802,82,1,0,646,1069.8,2,0,33,6,True,117,1415100.12,1298,2,7,1,True,175,4.6796627,11.679662704467772,High,1
235,43,48,702,1822,253,1,0,466,112773.41,2,1,48,12,True,1616,1471933.53,292,2,1,0,True,177,9.733678,10.733677864074709,High,1
999,61,42,20,523,518,1,0,181,25724.81,1,5,42,2,True,1410,392962.99,1297,2,7,1,True,207,5.047552,12.047552108764648,High,0
39,24,19,245,71,84,0,1,644,75604.99,0,3,19,17,True,1532,668497.25,1882,2,9,2,False,329,2.1731465,11.173146486282349,High,0
1568,63,0,880,1701,223,0,1,499,91100.34,0,1,0,29,True,1631,587335.42,511,2,2,0,False,329,3.3379753,5.337975263595581,Medium,0
294,38,49,170,104,56,0,1,673,43864.08,1,1,49,5,True,807,1711660.23,192,0,6,2,False,329,4.288942,10.288941860198976,High,1
1049,41,21,452,1873,679,0,1,10,63670.4,2,2,21,14,True,1672,113125.73,1467,1,0,1,False,329,3.7260804,3.7260804176330566,Low,0
383,19,8,1889,1694,574,1,0,121,113361.22,0,2,8,17,True,35,1713474.22,982,2,8,2,True,260,4.1168714,12.116871356964111,High,1
1372,48,6,1090,208,13,1,0,718,31657.25,1,3,6,30,True,512,1460013.45,1536,2,1,1,True,328,3.0018346,4.0018346309661865,Low,1
792,33,27,279,259,75,0,1,653,129151.84,0,2,27,5,True,1830,821104.52,765,0,7,1,False,329,3.2462173,10.246217250823976,High,0
181,48,48,426,889,336,0,1,377,125451.68,0,2,48,4,True,1677,595578.53,1205,1,7,1,False,329,4.1703267,11.170326709747314,High,0
1665,57,30,1852,322,344,0,1,369,108719.11,1,1,30,16,True,879,1493367.26,1954,1,0,1,False,329,3.4887037,3.488703727722168,Low,1
524,30,28,667,185,625,0,1,68,78816.73,0,1,28,38,True,1445,550544.69,554,2,3,0,False,329,3.3496683,6.349668264389038,Medium,0
1080,56,37,144,1575,135,0,1,590,51539.13,2,2,37,29,True,1406,619187.65,908,0,6,1,False,329,3.9972808,9.997280836105348,Medium,0
866,55,3,833,1348,96,0,1,632,135945.16,2,2,3,0,True,1996,1424172.78,879,1,3,1,False,329,2.1720796,5.172079563140869,Medium,1
20,53,31,1679,1490,290,0,1,427,125708.81,0,0,31,49,True,1491,1538524.19,1907,0,7,0,False,329,3.6970303,10.697030305862429,High,1
138,36,48,1052,26,318,0,1,397,72702.89,2,1,48,40,True,1806,1983786.53,495,1,6,2,False,329,4.590536,10.590536117553713,High,1
367,53,25,476,1032,455,0,1,249,138659.49,5,2,25,25,False,1906,1795806.42,1241,0,6,0,False,329,2.453484,8.453484058380127,Medium,0
957,46,32,1920,216,221,1,0,501,196530.48,1,2,32,34,True,905,821676.92,231,0,9,1,True,268,2.8699353,11.869935274124146,High,0
857,46,9,365,1390,399,0,1,310,96562.02,0,3,9,33,True,940,456928.86,216,2,1,2,False,329,3.4738925,4.473892450332642,Low,0
1284,51,43,671,112,281,0,1,437,58478.2,2,2,43,1,True,979,727514.67,443,0,1,1,False,329,2.400511,3.4005110263824463,Low,0
186,19,10,1448,1460,324,0,1,391,135414.74,1,3,10,24,True,115,672988.68,1722,1,8,1,False,329,6.530914,14.530913829803469,High,0
1272,54,25,300,1729,668,1,0,22,11896.03,1,4,25,14,True,1163,693003.93,1847,2,0,0,True,325,4.020743,4.020742893218994,Low,0
4,32,46,1256,447,242,1,0,477,161158.57,0,3,46,15,True,672,1920536.69,1895,2,0,0,True,91,3.584283,3.5842831134796143,Low,1
845,42,39,512,1049,548,1,0,151,24525.61,1,2,39,40,True,449,666802.34,1476,0,3,1,True,278,4.7971067,7.797106742858887,Medium,0
640,51,26,1758,941,319,0,1,396,66241.66,0,5,26,43,True,878,427681.04,729,0,3,2,False,329,3.0823636,6.082363605499268,Medium,0
684,27,39,1138,1768,88,0,1,640,74521.02,0,1,39,2,True,1122,1810653.12,1403,1,0,1,False,329,2.6081576,2.6081576347351074,Low,1
73,31,3,1931,1988,31,1,0,700,182128.6,2,2,3,16,True,1005,1947487.79,1850,0,5,1,True,6,4.4340177,9.434017658233644,Medium,1
850,26,19,758,240,555,0,1,142,57997.48,1,2,19,27,True,923,1867237.39,1450,0,3,0,False,329,7.5078526,10.507852554321287,High,1
1725,29,33,774,924,180,0,1,543,136292.12,0,3,33,32,True,1466,831045.24,1139,0,2,0,False,329,3.009587,5.009587049484253,Medium,0
1307,22,27,1912,881,208,0,1,515,184213.9,0,1,27,11,True,664,393597.88,1285,2,7,1,False,329,3.3695233,10.369523286819458,High,0
941,60,29,1585,1916,382,0,1,327,96018.03,1,1,29,17,True,218,1611429.01,1649,1,2,1,False,329,4.6511655,6.65116548538208,Medium,1
1406,21,0,1987,1469,485,0,1,218,48062.46,3,0,0,2,True,45,189627.47,109,2,8,1,False,329,10.082897,18.082897186279297,High,0
266,50,49,1753,1548,60,0,1,669,66963.67,0,0,49,28,True,1661,790041.04,137,0,1,0,False,329,11.232651,12.232650756835938,High,0
570,33,34,1810,296,406,0,1,303,137800.0,2,1,34,18,True,114,1542099.64,1779,0,0,2,False,329,3.4405913,3.440591335296631,Low,1
1027,56,1,302,236,233,0,1,489,152151.86,0,2,1,27,True,810,1377321.24,1797,2,4,2,False,329,2.7995138,6.799513816833496,Medium,1
119,51,4,988,1747,656,1,0,34,69979.09,1,0,4,1,True,438,1050329.19,618,2,7,1,True,324,4.131384,11.131383895874023,High,1
467,49,47,1953,1525,427,1,0,280,158540.68,1,2,47,12,True,1197,906578.04,707,2,4,2,True,236,4.5785613,8.578561305999756,Medium,0
1654,45,12,1818,1107,88,1,0,640,122741.59,1,2,12,23,True,519,27996.64,24,2,3,2,True,103,3.6280234,6.628023386001587,Medium,0
788,31,37,139,1962,499,0,1,203,177140.38,1,0,37,34,True,1306,1217635.04,560,1,7,1,False,329,5.778746,12.778746128082275,High,1
1153,36,25,1335,354,617,0,1,76,169459.35,1,0,25,15,True,1321,894376.29,1629,1,3,2,False,329,2.8297915,5.82979154586792,Medium,0
10,29,0,718,1543,638,0,1,53,41554.13,0,2,0,9,True,1780,80756.29,297,1,5,1,False,329,9.743,14.743000030517578,High,0
1599,48,15,242,991,228,1,0,494,127991.28,3,0,15,16,True,943,118540.69,654,2,8,2,True,214,4.9671836,12.967183589935305,High,0
602,47,12,1520,1508,462,1,0,242,111724.47,1,1,12,7,True,32,863667.02,161,1,3,1,True,153,6.064999,9.064999103546144,Medium,0
164,61,36,1703,282,247,0,1,472,2485.12,1,2,36,22,True,214,1660082.36,1148,2,3,0,False,329,3.7817307,6.781730651855469,Medium,1
55,34,0,1976,554,493,0,1,209,56385.91,1,1,0,1,True,347,723603.83,948,1,4,0,False,329,2.4190784,6.419078350067139,Medium,0
75,55,23,1166,357,666,1,0,24,89766.34,0,3,23,42,True,646,776327.35,59,1,7,1,True,313,5.3407536,12.340753555297852,High,0
520,30,30,976,301,392,0,1,317,170507.75,0,3,30,23,True,1021,1912496.29,1150,0,5,1,False,329,4.3567147,9.356714725494385,Medium,1
332,53,43,94,1273,205,0,1,518,115532.29,0,2,43,19,True,1010,1863076.94,445,0,9,1,False,329,3.406006,12.40600609779358,High,1
1778,23,12,780,1541,67,0,1,662,89697.05,1,1,12,47,True,1007,1775460.02,1062,2,8,2,False,329,3.827795,11.827795028686523,High,1
1218,31,2,1120,1489,41,1,0,690,83817.55,1,1,2,30,True,1626,260734.86,1956,2,5,2,True,1,5.1968184,10.196818351745604,High,0
1220,45,47,1766,1826,76,0,1,652,4426.89,1,1,47,3,True,1926,832492.44,36,0,0,0,False,329,5.0706034,5.070603370666504,Medium,0
1276,31,13,722,377,17,0,1,714,179294.57,4,2,13,45,True,274,1371237.57,1193,0,5,0,False,329,3.9703732,8.970373153686523,Medium,1
464,47,1,593,4,23,0,1,708,122271.4,1,0,1,12,True,799,887255.04,792,0,7,2,False,329,3.401443,10.401443004608154,High,0
